timestamp,open,high,low,close,volume,age,quality
2026-09-04 10:43:00+00:00,1.16198,1.162035,1.161975,1.16202,111,15001501,STALE
2026-09-04 10:44:00+00:00,1.16202,1.16204,1.16198,1.162015,65,14941501,STALE
2026-09-04 10:45:00+00:00,1.162015,1.162135,1.162005,1.16211,145,14881501,STALE
2026-09-04 10:46:00+00:00,1.16211,1.162255,1.16209,1.16225,121,14821501,STALE
2026-09-04 10:47:00+00:00,1.162245,1.162325,1.16221,1.16221,138,14761501,STALE
2026-09-04 10:48:00+00:00,1.162205,1.16225,1.16216,1.16218,150,14701501,STALE
2026-09-04 10:49:00+00:00,1.162175,1.162185,1.1621,1.162125,72,14641501,STALE
2026-09-04 10:50:00+00:00,1.16212,1.162235,1.16212,1.162175,85,14581501,STALE
2026-09-04 10:51:00+00:00,1.162175,1.162215,1.16207,1.16211,83,14521501,STALE
2026-09-04 10:52:00+00:00,1.16211,1.16216,1.16207,1.162155,60,14461501,STALE
2026-09-04 10:53:00+00:00,1.16215,1.162175,1.16209,1.162125,107,14401501,STALE
2026-09-04 10:54:00+00:00,1.162125,1.162185,1.16212,1.16217,56,14341501,STALE
2026-09-04 10:55:00+00:00,1.162165,1.16219,1.162115,1.16214,91,14281501,STALE
2026-09-04 10:56:00+00:00,1.162135,1.16217,1.16212,1.16213,96,14221501,STALE
2026-09-04 10:57:00+00:00,1.162135,1.162145,1.16208,1.16212,115,14161501,STALE
2026-09-04 10:58:00+00:00,1.162115,1.162205,1.162115,1.16218,48,14101501,STALE
2026-09-04 10:59:00+00:00,1.16218,1.162185,1.16207,1.162075,97,14041501,STALE
2026-09-04 11:00:00+00:00,1.16207,1.162175,1.162055,1.162175,121,13981501,STALE
2026-09-04 11:01:00+00:00,1.16217,1.16223,1.16214,1.16222,82,13921501,STALE
2026-09-04 11:02:00+00:00,1.162215,1.16227,1.162115,1.16212,166,13861501,STALE
2026-09-04 11:03:00+00:00,1.162115,1.16214,1.16208,1.16212,84,13801501,STALE
2026-09-04 11:04:00+00:00,1.16212,1.162215,1.16212,1.162185,94,13741501,STALE
2026-09-04 11:05:00+00:00,1.16218,1.16219,1.1621,1.16211,99,13681501,STALE
2026-09-04 11:06:00+00:00,1.162105,1.16212,1.162075,1.162075,109,13621501,STALE
2026-09-04 11:07:00+00:00,1.16208,1.1621,1.16206,1.16208,60,13561501,STALE
2026-09-04 11:08:00+00:00,1.16208,1.1621,1.162065,1.162085,38,13501501,STALE
2026-09-04 11:09:00+00:00,1.16209,1.16209,1.16204,1.162055,42,13441501,STALE
2026-09-04 11:10:00+00:00,1.16206,1.162145,1.162055,1.162145,67,13381501,STALE
2026-09-04 11:11:00+00:00,1.16214,1.16218,1.162125,1.16213,62,13321501,STALE
2026-09-04 11:12:00+00:00,1.16213,1.162275,1.16213,1.162275,161,13261501,STALE
2026-09-04 11:13:00+00:00,1.162275,1.16228,1.16218,1.16222,78,13201501,STALE
2026-09-04 11:14:00+00:00,1.16222,1.16224,1.162165,1.16219,53,13141501,STALE
2026-09-04 11:15:00+00:00,1.16219,1.16219,1.162125,1.162125,21,13081501,STALE
2026-09-04 11:16:00+00:00,1.16213,1.162175,1.162105,1.162165,58,13021501,STALE
2026-09-04 11:17:00+00:00,1.162165,1.16218,1.16214,1.16217,48,12961501,STALE
2026-09-04 11:18:00+00:00,1.162165,1.162245,1.162155,1.16217,87,12901501,STALE
2026-09-04 11:19:00+00:00,1.16217,1.16219,1.1621,1.16212,43,12841501,STALE
2026-09-04 11:20:00+00:00,1.162115,1.16232,1.162115,1.16227,185,12781501,STALE
2026-09-04 11:21:00+00:00,1.16227,1.16231,1.162205,1.162225,105,12721501,STALE
2026-09-04 11:22:00+00:00,1.16223,1.16232,1.16223,1.16232,130,12661501,STALE
2026-09-04 11:23:00+00:00,1.162325,1.16238,1.162305,1.16233,84,12601501,STALE
2026-09-04 11:24:00+00:00,1.16233,1.16235,1.16228,1.162315,78,12541501,STALE
2026-09-04 11:25:00+00:00,1.1623,1.1623,1.16219,1.162225,174,12481501,STALE
2026-09-04 11:26:00+00:00,1.16223,1.162265,1.16221,1.16224,106,12421501,STALE
2026-09-04 11:27:00+00:00,1.16224,1.162285,1.162235,1.16227,87,12361501,STALE
2026-09-04 11:28:00+00:00,1.16227,1.16228,1.162205,1.162215,90,12301501,STALE
2026-09-04 11:29:00+00:00,1.162225,1.16224,1.16218,1.16218,78,12241501,STALE
2026-09-04 11:30:00+00:00,1.162175,1.16218,1.162075,1.162105,123,12181501,STALE
2026-09-04 11:31:00+00:00,1.162105,1.162155,1.162075,1.16209,95,12121501,STALE
2026-09-04 11:32:00+00:00,1.16209,1.16214,1.16206,1.16213,59,12061501,STALE
2026-09-04 11:33:00+00:00,1.16213,1.16213,1.162055,1.162095,66,12001501,STALE
2026-09-04 11:34:00+00:00,1.162095,1.162145,1.162065,1.162115,62,11941501,STALE
2026-09-04 11:35:00+00:00,1.16212,1.162225,1.162105,1.1622,91,11881501,STALE
2026-09-04 11:36:00+00:00,1.1622,1.1622,1.16209,1.1621,95,11821501,STALE
2026-09-04 11:37:00+00:00,1.1621,1.16212,1.16207,1.162105,65,11761501,STALE
2026-09-04 11:38:00+00:00,1.16211,1.16213,1.162095,1.162115,77,11701501,STALE
2026-09-04 11:39:00+00:00,1.16211,1.162125,1.162085,1.16212,76,11641501,STALE
2026-09-04 11:40:00+00:00,1.16212,1.16217,1.162115,1.162125,85,11581501,STALE
2026-09-04 11:41:00+00:00,1.16213,1.16214,1.1621,1.16211,68,11521501,STALE
2026-09-04 11:42:00+00:00,1.16211,1.16211,1.161955,1.16197,63,11461501,STALE
2026-09-04 11:43:00+00:00,1.16197,1.16208,1.161955,1.162055,46,11401501,STALE
2026-09-04 11:44:00+00:00,1.16206,1.162175,1.162055,1.162175,86,11341501,STALE
2026-09-04 11:45:00+00:00,1.162175,1.162375,1.162175,1.162375,105,11281501,STALE
2026-09-04 11:46:00+00:00,1.16237,1.16238,1.162265,1.16227,93,11221501,STALE
2026-09-04 11:47:00+00:00,1.162265,1.162265,1.16213,1.16216,81,11161501,STALE
2026-09-04 11:48:00+00:00,1.16216,1.162215,1.16215,1.162215,58,11101501,STALE
2026-09-04 11:49:00+00:00,1.16222,1.162225,1.16211,1.16214,44,11041501,STALE
2026-09-04 11:50:00+00:00,1.162135,1.162265,1.16212,1.162245,105,10981501,STALE
2026-09-04 11:51:00+00:00,1.16225,1.16236,1.162245,1.16234,95,10921501,STALE
2026-09-04 11:52:00+00:00,1.162335,1.16239,1.162165,1.162175,117,10861501,STALE
2026-09-04 11:53:00+00:00,1.16217,1.16217,1.1621,1.16215,125,10801501,STALE
2026-09-04 11:54:00+00:00,1.16215,1.162265,1.16214,1.162225,81,10741501,STALE
2026-09-04 11:55:00+00:00,1.16223,1.16229,1.162215,1.162215,102,10681501,STALE
2026-09-04 11:56:00+00:00,1.16222,1.162225,1.162145,1.16215,96,10621501,STALE
2026-09-04 11:57:00+00:00,1.16215,1.16222,1.162115,1.16222,100,10561501,STALE
2026-09-04 11:58:00+00:00,1.162225,1.162235,1.162135,1.162135,58,10501501,STALE
2026-09-04 11:59:00+00:00,1.16213,1.162135,1.16202,1.162055,71,10441501,STALE
2026-09-04 12:00:00+00:00,1.16206,1.162205,1.16205,1.16215,195,10381501,STALE
2026-09-04 12:01:00+00:00,1.16215,1.16221,1.16207,1.162205,170,10321501,STALE
2026-09-04 12:02:00+00:00,1.162205,1.162315,1.1622,1.16227,201,10261501,STALE
2026-09-04 12:03:00+00:00,1.162275,1.162395,1.16227,1.162325,142,10201501,STALE
2026-09-04 12:04:00+00:00,1.162325,1.162415,1.162285,1.162315,178,10141501,STALE
2026-09-04 12:05:00+00:00,1.16231,1.16238,1.16231,1.162325,140,10081501,STALE
2026-09-04 12:06:00+00:00,1.16233,1.16235,1.162215,1.16223,211,10021501,STALE
2026-09-04 12:07:00+00:00,1.162235,1.162255,1.16215,1.162215,98,9961501,STALE
2026-09-04 12:08:00+00:00,1.162225,1.162285,1.1622,1.1622,90,9901501,STALE
2026-09-04 12:09:00+00:00,1.162195,1.16228,1.162185,1.162205,136,9841501,STALE
2026-09-04 12:10:00+00:00,1.16221,1.162295,1.16221,1.16226,138,9781501,STALE
2026-09-04 12:11:00+00:00,1.16226,1.162295,1.162225,1.16228,83,9721501,STALE
2026-09-04 12:12:00+00:00,1.162275,1.16228,1.16205,1.162085,128,9661501,STALE
2026-09-04 12:13:00+00:00,1.16207,1.162105,1.162035,1.162105,128,9601501,STALE
2026-09-04 12:14:00+00:00,1.162105,1.1622,1.1621,1.162195,98,9541501,STALE
2026-09-04 12:15:00+00:00,1.162195,1.162265,1.162195,1.162245,87,9481501,STALE
2026-09-04 12:16:00+00:00,1.16225,1.16239,1.162235,1.162375,165,9421501,STALE
2026-09-04 12:17:00+00:00,1.16237,1.16242,1.16229,1.16239,175,9361501,STALE
2026-09-04 12:18:00+00:00,1.162395,1.162445,1.162345,1.16238,145,9301501,STALE
2026-09-04 12:19:00+00:00,1.16238,1.16246,1.162355,1.162435,189,9241501,STALE
2026-09-04 12:20:00+00:00,1.16244,1.162465,1.162335,1.16239,198,9181501,STALE
2026-09-04 12:21:00+00:00,1.162385,1.162395,1.162315,1.162375,192,9121501,STALE
2026-09-04 12:22:00+00:00,1.162375,1.162445,1.162345,1.162425,210,9061501,STALE
2026-09-04 12:23:00+00:00,1.16242,1.162425,1.162335,1.162405,304,9001501,STALE
2026-09-04 12:24:00+00:00,1.16241,1.1625,1.162345,1.162355,181,8941501,STALE
2026-09-04 12:25:00+00:00,1.16235,1.162485,1.16233,1.16242,194,8881501,STALE
2026-09-04 12:26:00+00:00,1.16243,1.162465,1.16233,1.162355,159,8821501,STALE
2026-09-04 12:27:00+00:00,1.16235,1.16255,1.16235,1.16242,194,8761501,STALE
2026-09-04 12:28:00+00:00,1.162415,1.162525,1.1624,1.162505,176,8701501,STALE
2026-09-04 12:29:00+00:00,1.16251,1.162725,1.16246,1.1627,352,8641501,STALE
2026-09-04 12:30:00+00:00,1.162715,1.162725,1.158745,1.158885,2074,8581501,STALE
2026-09-04 12:31:00+00:00,1.15888,1.159005,1.158485,1.158765,1481,8521501,STALE
2026-09-04 12:32:00+00:00,1.15877,1.159115,1.158745,1.159085,998,8461501,STALE
2026-09-04 12:33:00+00:00,1.15909,1.15973,1.15886,1.15947,1403,8401501,STALE
2026-09-04 12:34:00+00:00,1.159465,1.159635,1.15919,1.15947,1293,8341501,STALE
2026-09-04 12:35:00+00:00,1.159465,1.159605,1.15917,1.159265,1082,8281501,STALE
2026-09-04 12:36:00+00:00,1.15927,1.15949,1.159155,1.159255,926,8221501,STALE
2026-09-04 12:37:00+00:00,1.15926,1.1597,1.159255,1.159465,996,8161501,STALE
2026-09-04 12:38:00+00:00,1.15946,1.159875,1.159395,1.15974,1200,8101501,STALE
2026-09-04 12:39:00+00:00,1.159735,1.16019,1.159595,1.15966,1034,8041501,STALE
2026-09-04 12:40:00+00:00,1.159655,1.15975,1.159215,1.15936,817,7981501,STALE
2026-09-04 12:41:00+00:00,1.159365,1.15968,1.15936,1.159665,716,7921501,STALE
2026-09-04 12:42:00+00:00,1.15966,1.159785,1.159635,1.15975,565,7861501,STALE
2026-09-04 12:43:00+00:00,1.159755,1.159875,1.159505,1.159565,499,7801501,STALE
2026-09-04 12:44:00+00:00,1.15958,1.160085,1.15958,1.15991,585,7741501,STALE
2026-09-04 12:45:00+00:00,1.159915,1.15997,1.15955,1.159585,570,7681501,STALE
2026-09-04 12:46:00+00:00,1.15959,1.159605,1.15916,1.159225,422,7621501,STALE
2026-09-04 12:47:00+00:00,1.15922,1.159335,1.15915,1.159195,554,7561501,STALE
2026-09-04 12:48:00+00:00,1.15918,1.15973,1.15904,1.159675,511,7501501,STALE
2026-09-04 12:49:00+00:00,1.15969,1.16018,1.15953,1.16008,1388,7441501,STALE
2026-09-04 12:50:00+00:00,1.16009,1.160455,1.16,1.16005,1208,7381501,STALE
2026-09-04 12:51:00+00:00,1.160055,1.160155,1.159785,1.16006,944,7321501,STALE
2026-09-04 12:52:00+00:00,1.160055,1.1604,1.159975,1.16008,784,7261501,STALE
2026-09-04 12:53:00+00:00,1.160075,1.16013,1.15979,1.16013,687,7201501,STALE
2026-09-04 12:54:00+00:00,1.16014,1.16027,1.15979,1.15997,558,7141501,STALE
2026-09-04 12:55:00+00:00,1.15998,1.16024,1.15998,1.160075,567,7081501,STALE
2026-09-04 12:56:00+00:00,1.16007,1.1601,1.159825,1.159885,590,7021501,STALE
2026-09-04 12:57:00+00:00,1.15988,1.15989,1.15964,1.159845,437,6961501,STALE
2026-09-04 12:58:00+00:00,1.159835,1.16018,1.159835,1.16012,490,6901501,STALE
2026-09-04 12:59:00+00:00,1.160135,1.160225,1.159995,1.160175,392,6841501,STALE
2026-09-04 13:00:00+00:00,1.16016,1.160175,1.15991,1.15997,577,6781501,STALE
2026-09-04 13:01:00+00:00,1.159975,1.160395,1.159965,1.160255,601,6721501,STALE
2026-09-04 13:02:00+00:00,1.16025,1.16027,1.16011,1.160125,574,6661501,STALE
2026-09-04 13:03:00+00:00,1.16012,1.16016,1.159905,1.16016,439,6601501,STALE
2026-09-04 13:04:00+00:00,1.16016,1.16025,1.1599,1.159905,436,6541501,STALE
2026-09-04 13:05:00+00:00,1.159915,1.16009,1.159855,1.15994,356,6481501,STALE
2026-09-04 13:06:00+00:00,1.15993,1.16001,1.159815,1.15994,368,6421501,STALE
2026-09-04 13:07:00+00:00,1.159945,1.160015,1.15982,1.15991,295,6361501,STALE
2026-09-04 13:08:00+00:00,1.159895,1.159935,1.159695,1.15981,344,6301501,STALE
2026-09-04 13:09:00+00:00,1.15982,1.15997,1.159815,1.15982,282,6241501,STALE
2026-09-04 13:10:00+00:00,1.159825,1.159945,1.15968,1.15968,317,6181501,STALE
2026-09-04 13:11:00+00:00,1.159685,1.159975,1.15963,1.15996,306,6121501,STALE
2026-09-04 13:12:00+00:00,1.159955,1.160025,1.159855,1.15999,378,6061501,STALE
2026-09-04 13:13:00+00:00,1.159995,1.16011,1.15999,1.160055,256,6001501,STALE
2026-09-04 13:14:00+00:00,1.160045,1.16006,1.159845,1.16006,162,5941501,STALE
2026-09-04 13:15:00+00:00,1.160055,1.16047,1.16004,1.160385,384,5881501,STALE
2026-09-04 13:16:00+00:00,1.160375,1.16059,1.16037,1.160515,398,5821501,STALE
2026-09-04 13:17:00+00:00,1.160515,1.16053,1.16042,1.16046,339,5761501,STALE
2026-09-04 13:18:00+00:00,1.16046,1.16073,1.16044,1.1606,404,5701501,STALE
2026-09-04 13:19:00+00:00,1.160595,1.160775,1.160595,1.160705,330,5641501,STALE
2026-09-04 13:20:00+00:00,1.1607,1.160915,1.160675,1.16087,409,5581501,STALE
2026-09-04 13:21:00+00:00,1.160865,1.16097,1.160825,1.160925,490,5521501,STALE
2026-09-04 13:22:00+00:00,1.16093,1.16106,1.160805,1.160825,455,5461501,STALE
2026-09-04 13:23:00+00:00,1.16082,1.160895,1.16072,1.16087,342,5401501,STALE
2026-09-04 13:24:00+00:00,1.160865,1.16112,1.1608,1.161115,477,5341501,STALE
2026-09-04 13:25:00+00:00,1.16112,1.16125,1.1611,1.16112,305,5281501,STALE
2026-09-04 13:26:00+00:00,1.161115,1.1614,1.161065,1.16136,287,5221501,STALE
2026-09-04 13:27:00+00:00,1.161355,1.161455,1.16131,1.161315,341,5161501,STALE
2026-09-04 13:28:00+00:00,1.16131,1.161395,1.161155,1.161385,329,5101501,STALE
2026-09-04 13:29:00+00:00,1.16139,1.16156,1.161375,1.161495,294,5041501,STALE
2026-09-04 13:30:00+00:00,1.1615,1.16174,1.16142,1.16171,347,4981501,STALE
2026-09-04 13:31:00+00:00,1.161705,1.161835,1.161485,1.161545,503,4921501,STALE
2026-09-04 13:32:00+00:00,1.16154,1.161575,1.161265,1.161285,442,4861501,STALE
2026-09-04 13:33:00+00:00,1.16128,1.16136,1.16121,1.16122,375,4801501,STALE
2026-09-04 13:34:00+00:00,1.161215,1.161445,1.161205,1.16125,413,4741501,STALE
2026-09-04 13:35:00+00:00,1.161245,1.161345,1.16117,1.161195,388,4681501,STALE
2026-09-04 13:36:00+00:00,1.16119,1.16126,1.16104,1.1611,475,4621501,STALE
2026-09-04 13:37:00+00:00,1.161095,1.161255,1.161075,1.16123,321,4561501,STALE
2026-09-04 13:38:00+00:00,1.16123,1.161265,1.161085,1.16117,279,4501501,STALE
2026-09-04 13:39:00+00:00,1.161165,1.161165,1.16097,1.16105,286,4441501,STALE
2026-09-04 13:40:00+00:00,1.161055,1.16128,1.161045,1.16116,438,4381501,STALE
2026-09-04 13:41:00+00:00,1.161165,1.16123,1.16112,1.16118,406,4321501,STALE
2026-09-04 13:42:00+00:00,1.161185,1.161425,1.16114,1.161225,428,4261501,STALE
2026-09-04 13:43:00+00:00,1.16123,1.16153,1.16123,1.161355,433,4201501,STALE
2026-09-04 13:44:00+00:00,1.16136,1.161515,1.1613,1.16148,424,4141501,STALE
2026-09-04 13:45:00+00:00,1.16149,1.161715,1.16142,1.16167,331,4081501,STALE
2026-09-04 13:46:00+00:00,1.161675,1.16222,1.16165,1.16217,444,4021501,STALE
2026-09-04 13:47:00+00:00,1.162175,1.16233,1.162075,1.162155,651,3961501,STALE
2026-09-04 13:48:00+00:00,1.16215,1.16219,1.16189,1.16194,415,3901501,STALE
2026-09-04 13:49:00+00:00,1.161945,1.162035,1.1619,1.161985,381,3841501,STALE
2026-09-04 13:50:00+00:00,1.16199,1.161995,1.16164,1.16169,443,3781501,STALE
2026-09-04 13:51:00+00:00,1.16168,1.16184,1.161555,1.161755,538,3721501,STALE
2026-09-04 13:52:00+00:00,1.16176,1.16178,1.161445,1.16145,422,3661501,STALE
2026-09-04 13:53:00+00:00,1.16145,1.16148,1.16135,1.161365,356,3601501,STALE
2026-09-04 13:54:00+00:00,1.16136,1.16152,1.161305,1.16149,425,3541501,STALE
2026-09-04 13:55:00+00:00,1.161495,1.16152,1.16129,1.161325,323,3481501,STALE
2026-09-04 13:56:00+00:00,1.16132,1.161465,1.161275,1.16137,366,3421501,STALE
2026-09-04 13:57:00+00:00,1.161375,1.161375,1.161225,1.16127,256,3361501,STALE
2026-09-04 13:58:00+00:00,1.161275,1.161285,1.160895,1.160905,273,3301501,STALE
2026-09-04 13:59:00+00:00,1.1609,1.16113,1.160885,1.161025,237,3241501,STALE
2026-09-04 14:00:00+00:00,1.161015,1.16105,1.16089,1.16096,386,3181501,STALE
2026-09-04 14:01:00+00:00,1.160965,1.161115,1.16087,1.161075,230,3121501,STALE
2026-09-04 14:02:00+00:00,1.16106,1.161215,1.16104,1.161065,384,3061501,STALE
2026-09-04 14:03:00+00:00,1.16108,1.16115,1.160935,1.161105,330,3001501,STALE
2026-09-04 14:04:00+00:00,1.16111,1.16111,1.16095,1.161015,379,2941501,STALE
2026-09-04 14:05:00+00:00,1.161025,1.161155,1.16095,1.161155,425,2881501,STALE
2026-09-04 14:06:00+00:00,1.161165,1.16131,1.16114,1.16128,364,2821501,STALE
2026-09-04 14:07:00+00:00,1.161275,1.161465,1.161235,1.161415,376,2761501,STALE
2026-09-04 14:08:00+00:00,1.16142,1.161535,1.16141,1.1615,278,2701501,STALE
2026-09-04 14:09:00+00:00,1.161495,1.161555,1.161405,1.16145,322,2641501,STALE
2026-09-04 14:10:00+00:00,1.161435,1.16144,1.161285,1.16139,321,2581501,STALE
2026-09-04 14:11:00+00:00,1.16139,1.161405,1.16108,1.16114,527,2521501,STALE
2026-09-04 14:12:00+00:00,1.161145,1.1613,1.16103,1.16111,376,2461501,STALE
2026-09-04 14:13:00+00:00,1.161105,1.161255,1.1611,1.161255,248,2401501,STALE
2026-09-04 14:14:00+00:00,1.16125,1.161365,1.161235,1.161335,262,2341501,STALE
2026-09-04 14:15:00+00:00,1.16133,1.16138,1.16122,1.161255,276,2281501,STALE
2026-09-04 14:16:00+00:00,1.16125,1.16127,1.16114,1.16127,317,2221501,STALE
2026-09-04 14:17:00+00:00,1.16126,1.161425,1.16125,1.16137,276,2161501,STALE
2026-09-04 14:18:00+00:00,1.161365,1.161525,1.161355,1.16151,228,2101501,STALE
2026-09-04 14:19:00+00:00,1.161515,1.16163,1.161515,1.16161,247,2041501,STALE
2026-09-04 14:20:00+00:00,1.1616,1.1617,1.16155,1.161605,325,1981501,STALE
2026-09-04 14:21:00+00:00,1.16161,1.161665,1.161475,1.16161,222,1921501,STALE
2026-09-04 14:22:00+00:00,1.161615,1.161765,1.161575,1.161655,327,1861501,STALE
2026-09-04 14:23:00+00:00,1.16166,1.1617,1.161585,1.16159,208,1801501,STALE
2026-09-04 14:24:00+00:00,1.161595,1.161615,1.161435,1.16146,270,1741501,STALE
2026-09-04 14:25:00+00:00,1.161465,1.161705,1.161445,1.161665,339,1681501,STALE
2026-09-04 14:26:00+00:00,1.16167,1.16177,1.16159,1.16166,253,1621501,STALE
2026-09-04 14:27:00+00:00,1.161665,1.161755,1.161605,1.16162,221,1561501,STALE
2026-09-04 14:28:00+00:00,1.161625,1.16173,1.161595,1.161645,203,1501501,STALE
2026-09-04 14:29:00+00:00,1.16164,1.16172,1.161525,1.16156,218,1441501,STALE
2026-09-04 14:30:00+00:00,1.161565,1.161705,1.161475,1.16156,276,1381501,STALE
2026-09-04 14:31:00+00:00,1.161575,1.161735,1.161535,1.161735,257,1321501,STALE
2026-09-04 14:32:00+00:00,1.161745,1.161865,1.161665,1.161785,342,1261501,STALE
2026-09-04 14:33:00+00:00,1.161795,1.16211,1.161765,1.162075,382,1201501,STALE
2026-09-04 14:34:00+00:00,1.16208,1.16213,1.16191,1.16202,246,1141501,STALE
2026-09-04 14:35:00+00:00,1.162015,1.16206,1.16194,1.161945,292,1081501,STALE
2026-09-04 14:36:00+00:00,1.161955,1.161965,1.1618,1.161835,405,1021501,STALE
2026-09-04 14:37:00+00:00,1.16183,1.16195,1.16177,1.161775,394,961501,STALE
2026-09-04 14:38:00+00:00,1.161785,1.16198,1.161755,1.161915,378,901501,STALE
2026-09-04 14:39:00+00:00,1.16191,1.16199,1.16187,1.1619,281,841501,STALE
2026-09-04 14:40:00+00:00,1.161905,1.162015,1.161815,1.161965,400,781501,STALE
2026-09-04 14:41:00+00:00,1.161965,1.16212,1.161915,1.162075,305,721501,STALE
2026-09-04 14:42:00+00:00,1.16208,1.162175,1.16194,1.16195,348,661501,STALE
2026-09-04 14:43:00+00:00,1.16195,1.162015,1.16192,1.161965,327,601501,STALE
2026-09-04 14:44:00+00:00,1.161965,1.162095,1.161955,1.16201,335,541501,STALE
2026-09-04 14:45:00+00:00,1.162015,1.162115,1.161965,1.162085,323,481501,STALE
2026-09-04 14:46:00+00:00,1.16208,1.162115,1.161865,1.161865,345,421501,STALE
2026-09-04 14:47:00+00:00,1.16186,1.16188,1.1616,1.161785,344,361501,STALE
2026-09-04 14:48:00+00:00,1.16178,1.161935,1.16178,1.1619,274,301501,STALE
